id,name,set,set_name,mana_cost,colors,type,super_type,rarity
447406,Swamp,M19,Core Set 2019,,,Basic Land — Swamp,['Basic'],Basic Land
447407,Swamp,M19,Core Set 2019,,,Basic Land — Swamp,['Basic'],Basic Land
447408,Swamp,M19,Core Set 2019,,,Basic Land — Swamp,['Basic'],Basic Land
447409,Swamp,M19,Core Set 2019,,,Basic Land — Swamp,['Basic'],Basic Land
447410,Mountain,M19,Core Set 2019,,,Basic Land — Mountain,['Basic'],Basic Land
447411,Mountain,M19,Core Set 2019,,,Basic Land — Mountain,['Basic'],Basic Land
447412,Mountain,M19,Core Set 2019,,,Basic Land — Mountain,['Basic'],Basic Land
447413,Mountain,M19,Core Set 2019,,,Basic Land — Mountain,['Basic'],Basic Land
447414,Forest,M19,Core Set 2019,,,Basic Land — Forest,['Basic'],Basic Land
447415,Forest,M19,Core Set 2019,,,Basic Land — Forest,['Basic'],Basic Land
447416,Forest,M19,Core Set 2019,,,Basic Land — Forest,['Basic'],Basic Land
447417,Forest,M19,Core Set 2019,,,Basic Land — Forest,['Basic'],Basic Land
450228,"Ajani, Wise Counselor",M19,Core Set 2019,{3}{W}{W},['White'],Legendary Planeswalker — Ajani,['Legendary'],Mythic Rare
450229,Ajani's Influence,M19,Core Set 2019,{2}{W}{W},['White'],Sorcery,,Rare
450230,Court Cleric,M19,Core Set 2019,{W},['White'],Creature — Human Cleric,,Uncommon
450231,Serra's Guardian,M19,Core Set 2019,{4}{W}{W},['White'],Creature — Angel,,Rare
450232,Silverbeak Griffin,M19,Core Set 2019,{W}{W},['White'],Creature — Griffin,,Common
450233,"Tezzeret, Cruel Machinist",M19,Core Set 2019,{4}{U}{U},['Blue'],Legendary Planeswalker — Tezzeret,['Legendary'],Mythic Rare
450234,Riddlemaster Sphinx,M19,Core Set 2019,{4}{U}{U},['Blue'],Creature — Sphinx,,Rare
450235,Pendulum of Patterns,M19,Core Set 2019,{2},,Artifact,,Common
450236,Tezzeret's Gatebreaker,M19,Core Set 2019,{4},,Artifact,,Rare
450237,Tezzeret's Strider,M19,Core Set 2019,{3},,Artifact Creature — Golem,,Uncommon
450238,"Liliana, the Necromancer",M19,Core Set 2019,{3}{B}{B},['Black'],Legendary Planeswalker — Liliana,['Legendary'],Mythic Rare
450239,Arisen Gorgon,M19,Core Set 2019,{1}{B}{B},['Black'],Creature — Zombie Gorgon,,Uncommon
450240,Gravewaker,M19,Core Set 2019,{4}{B}{B},['Black'],Creature — Bird Spirit,,Rare
450241,Liliana's Spoils,M19,Core Set 2019,{3}{B},['Black'],Sorcery,,Rare
450242,Tattered Mummy,M19,Core Set 2019,{1}{B},['Black'],Creature — Zombie Jackal,,Common
450243,"Sarkhan, Dragonsoul",M19,Core Set 2019,{4}{R}{R},['Red'],Legendary Planeswalker — Sarkhan,['Legendary'],Mythic Rare
450244,Kargan Dragonrider,M19,Core Set 2019,{1}{R},['Red'],Creature — Human Warrior,,Common
450245,Sarkhan's Dragonfire,M19,Core Set 2019,{3}{R}{R},['Red'],Sorcery,,Rare
450246,Sarkhan's Whelp,M19,Core Set 2019,{2}{R},['Red'],Creature — Dragon,,Uncommon
450247,Shivan Dragon,M19,Core Set 2019,{4}{R}{R},['Red'],Creature — Dragon,,Rare
450248,Vivien of the Arkbow,M19,Core Set 2019,{4}{G}{G},['Green'],Legendary Planeswalker — Vivien,['Legendary'],Mythic Rare
450249,Aggressive Mammoth,M19,Core Set 2019,{3}{G}{G}{G},['Green'],Creature — Elephant,,Rare
450250,Skalla Wolf,M19,Core Set 2019,{3}{G}{G},['Green'],Creature — Wolf Spirit,,Rare
450251,Ursine Champion,M19,Core Set 2019,{1}{G},['Green'],Creature — Human Berserker,,Common
450252,Vivien's Jaguar,M19,Core Set 2019,{2}{G},['Green'],Creature — Cat Spirit,,Uncommon
450253,Nexus of Fate,M19,Core Set 2019,{5}{U}{U},['Blue'],Instant,,Mythic Rare
450254,Sun Sentinel,M19,Core Set 2019,{1}{W},['White'],Creature — Human Soldier,,Common
450255,Air Elemental,M19,Core Set 2019,{3}{U}{U},['Blue'],Creature — Elemental,,Uncommon
450256,Befuddle,M19,Core Set 2019,{2}{U},['Blue'],Instant,,Common
450257,Mist-Cloaked Herald,M19,Core Set 2019,{U},['Blue'],Creature — Merfolk Warrior,,Common
450258,Waterknot,M19,Core Set 2019,{1}{U}{U},['Blue'],Enchantment — Aura,,Common
450259,Grasping Scoundrel,M19,Core Set 2019,{B},['Black'],Creature — Human Pirate,,Common
450260,Radiating Lightning,M19,Core Set 2019,{3}{R},['Red'],Instant,,Common
450261,Llanowar Elves,M19,Core Set 2019,{G},['Green'],Creature — Elf Druid,,Common
452751,Blade Instructor,GRN,Guilds of Ravnica,{2}{W},['White'],Creature — Human Soldier,,Common
452752,Bounty Agent,GRN,Guilds of Ravnica,{1}{W},['White'],Creature — Human Soldier,,Rare
452753,Candlelight Vigil,GRN,Guilds of Ravnica,{3}{W},['White'],Enchantment — Aura,,Common
452754,Citywide Bust,GRN,Guilds of Ravnica,{1}{W}{W},['White'],Sorcery,,Rare
452755,Collar the Culprit,GRN,Guilds of Ravnica,{3}{W},['White'],Instant,,Common
452756,Conclave Tribunal,GRN,Guilds of Ravnica,{3}{W},['White'],Enchantment,,Uncommon
452757,Crush Contraband,GRN,Guilds of Ravnica,{3}{W},['White'],Instant,,Uncommon
452758,Dawn of Hope,GRN,Guilds of Ravnica,{1}{W},['White'],Enchantment,,Rare
452759,Demotion,GRN,Guilds of Ravnica,{W},['White'],Enchantment — Aura,,Uncommon
452760,Divine Visitation,GRN,Guilds of Ravnica,{3}{W}{W},['White'],Enchantment,,Mythic Rare
452761,Flight of Equenauts,GRN,Guilds of Ravnica,{7}{W},['White'],Creature — Human Knight,,Uncommon
452762,Gird for Battle,GRN,Guilds of Ravnica,{W},['White'],Sorcery,,Uncommon
452763,Haazda Marshal,GRN,Guilds of Ravnica,{W},['White'],Creature — Human Soldier,,Uncommon
452764,Healer's Hawk,GRN,Guilds of Ravnica,{W},['White'],Creature — Bird,,Common
452765,Hunted Witness,GRN,Guilds of Ravnica,{W},['White'],Creature — Human,,Common
452766,Inspiring Unicorn,GRN,Guilds of Ravnica,{2}{W}{W},['White'],Creature — Unicorn,,Uncommon
452767,Intrusive Packbeast,GRN,Guilds of Ravnica,{4}{W},['White'],Creature — Beast,,Common
452768,Ledev Guardian,GRN,Guilds of Ravnica,{3}{W},['White'],Creature — Human Knight,,Common
452769,Light of the Legion,GRN,Guilds of Ravnica,{4}{W}{W},['White'],Creature — Angel,,Rare
452770,Loxodon Restorer,GRN,Guilds of Ravnica,{4}{W}{W},['White'],Creature — Elephant Cleric,,Common
452771,Luminous Bonds,GRN,Guilds of Ravnica,{2}{W},['White'],Enchantment — Aura,,Common
452772,Parhelion Patrol,GRN,Guilds of Ravnica,{3}{W},['White'],Creature — Human Knight,,Common
452773,Righteous Blow,GRN,Guilds of Ravnica,{W},['White'],Instant,,Common
452774,Roc Charger,GRN,Guilds of Ravnica,{2}{W},['White'],Creature — Bird,,Uncommon
452775,Skyline Scout,GRN,Guilds of Ravnica,{1}{W},['White'],Creature — Human Scout,,Common
452776,Sunhome Stalwart,GRN,Guilds of Ravnica,{1}{W},['White'],Creature — Human Soldier,,Uncommon
452777,Sworn Companions,GRN,Guilds of Ravnica,{2}{W},['White'],Sorcery,,Common
452778,Take Heart,GRN,Guilds of Ravnica,{W},['White'],Instant,,Common
452779,Tenth District Guard,GRN,Guilds of Ravnica,{1}{W},['White'],Creature — Human Soldier,,Common
452780,Venerated Loxodon,GRN,Guilds of Ravnica,{4}{W},['White'],Creature — Elephant Cleric,,Rare
452781,Capture Sphere,GRN,Guilds of Ravnica,{3}{U},['Blue'],Enchantment — Aura,,Common
452782,Chemister's Insight,GRN,Guilds of Ravnica,{3}{U},['Blue'],Instant,,Uncommon
452783,Citywatch Sphinx,GRN,Guilds of Ravnica,{5}{U},['Blue'],Creature — Sphinx,,Uncommon
452784,Dazzling Lights,GRN,Guilds of Ravnica,{U},['Blue'],Instant,,Common
452785,Devious Cover-Up,GRN,Guilds of Ravnica,{2}{U}{U},['Blue'],Instant,,Common
452786,Dimir Informant,GRN,Guilds of Ravnica,{2}{U},['Blue'],Creature — Human Rogue,,Common
452787,Disdainful Stroke,GRN,Guilds of Ravnica,{1}{U},['Blue'],Instant,,Common
452788,Dream Eater,GRN,Guilds of Ravnica,{4}{U}{U},['Blue'],Creature — Nightmare Sphinx,,Mythic Rare
452789,Drowned Secrets,GRN,Guilds of Ravnica,{1}{U},['Blue'],Enchantment,,Rare
452790,Enhanced Surveillance,GRN,Guilds of Ravnica,{1}{U},['Blue'],Enchantment,,Uncommon
452791,Guild Summit,GRN,Guilds of Ravnica,{2}{U},['Blue'],Enchantment,,Uncommon
452792,Leapfrog,GRN,Guilds of Ravnica,{2}{U},['Blue'],Creature — Frog,,Common
452793,Maximize Altitude,GRN,Guilds of Ravnica,{U},['Blue'],Sorcery,,Common
452794,Mission Briefing,GRN,Guilds of Ravnica,{U}{U},['Blue'],Instant,,Rare
452795,Murmuring Mystic,GRN,Guilds of Ravnica,{3}{U},['Blue'],Creature — Human Wizard,,Uncommon
452796,Muse Drake,GRN,Guilds of Ravnica,{3}{U},['Blue'],Creature — Drake,,Common
452797,Narcomoeba,GRN,Guilds of Ravnica,{1}{U},['Blue'],Creature — Illusion,,Rare
452798,Nightveil Sprite,GRN,Guilds of Ravnica,{1}{U},['Blue'],Creature — Faerie Rogue,,Uncommon
452799,Omnispell Adept,GRN,Guilds of Ravnica,{4}{U},['Blue'],Creature — Human Wizard,,Rare
452800,Passwall Adept,GRN,Guilds of Ravnica,{1}{U},['Blue'],Creature — Human Wizard,,Common
452801,Quasiduplicate,GRN,Guilds of Ravnica,{1}{U}{U},['Blue'],Sorcery,,Rare
452802,Radical Idea,GRN,Guilds of Ravnica,{1}{U},['Blue'],Instant,,Common
452803,Selective Snare,GRN,Guilds of Ravnica,{X}{U},['Blue'],Sorcery,,Uncommon
452804,Sinister Sabotage,GRN,Guilds of Ravnica,{1}{U}{U},['Blue'],Instant,,Uncommon
452805,Thoughtbound Phantasm,GRN,Guilds of Ravnica,{U},['Blue'],Creature — Spirit,,Uncommon
452806,Unexplained Disappearance,GRN,Guilds of Ravnica,{1}{U},['Blue'],Instant,,Common
452807,Vedalken Mesmerist,GRN,Guilds of Ravnica,{1}{U},['Blue'],Creature — Vedalken Wizard,,Common
452808,Wall of Mist,GRN,Guilds of Ravnica,{1}{U},['Blue'],Creature — Wall,,Common
452809,Watcher in the Mist,GRN,Guilds of Ravnica,{3}{U}{U},['Blue'],Creature — Spirit,,Common
452810,Wishcoin Crab,GRN,Guilds of Ravnica,{3}{U},['Blue'],Creature — Crab,,Common
452811,Barrier of Bones,GRN,Guilds of Ravnica,{B},['Black'],Creature — Skeleton Wall,,Common
452812,Bartizan Bats,GRN,Guilds of Ravnica,{3}{B},['Black'],Creature — Bat,,Common
452813,Blood Operative,GRN,Guilds of Ravnica,{1}{B}{B},['Black'],Creature — Vampire Assassin,,Rare
452814,Burglar Rat,GRN,Guilds of Ravnica,{1}{B},['Black'],Creature — Rat,,Common
452815,Child of Night,GRN,Guilds of Ravnica,{1}{B},['Black'],Creature — Vampire,,Common
452816,Creeping Chill,GRN,Guilds of Ravnica,{3}{B},['Black'],Sorcery,,Uncommon
452817,Dead Weight,GRN,Guilds of Ravnica,{B},['Black'],Enchantment — Aura,,Common
452818,Deadly Visit,GRN,Guilds of Ravnica,{3}{B}{B},['Black'],Sorcery,,Common
452819,Doom Whisperer,GRN,Guilds of Ravnica,{3}{B}{B},['Black'],Creature — Nightmare Demon,,Mythic Rare
452820,Douser of Lights,GRN,Guilds of Ravnica,{4}{B},['Black'],Creature — Horror,,Common
452821,Gruesome Menagerie,GRN,Guilds of Ravnica,{3}{B}{B},['Black'],Sorcery,,Rare
452822,Hired Poisoner,GRN,Guilds of Ravnica,{B},['Black'],Creature — Human Assassin,,Common
452823,Kraul Swarm,GRN,Guilds of Ravnica,{4}{B},['Black'],Creature — Insect Warrior,,Uncommon
452824,Lotleth Giant,GRN,Guilds of Ravnica,{6}{B},['Black'],Creature — Zombie Giant,,Uncommon
452825,Mausoleum Secrets,GRN,Guilds of Ravnica,{1}{B},['Black'],Instant,,Rare
452826,Mephitic Vapors,GRN,Guilds of Ravnica,{2}{B},['Black'],Sorcery,,Common
452827,Midnight Reaper,GRN,Guilds of Ravnica,{2}{B},['Black'],Creature — Zombie Knight,,Rare
452828,Moodmark Painter,GRN,Guilds of Ravnica,{2}{B}{B},['Black'],Creature — Human Shaman,,Common
452829,Necrotic Wound,GRN,Guilds of Ravnica,{B},['Black'],Instant,,Uncommon
452830,Never Happened,GRN,Guilds of Ravnica,{2}{B},['Black'],Sorcery,,Common
452831,Pilfering Imp,GRN,Guilds of Ravnica,{B},['Black'],Creature — Imp,,Uncommon
452832,Plaguecrafter,GRN,Guilds of Ravnica,{2}{B},['Black'],Creature — Human Shaman,,Uncommon
452833,Price of Fame,GRN,Guilds of Ravnica,{3}{B},['Black'],Instant,,Uncommon
452834,Ritual of Soot,GRN,Guilds of Ravnica,{2}{B}{B},['Black'],Sorcery,,Rare
452835,Severed Strands,GRN,Guilds of Ravnica,{1}{B},['Black'],Sorcery,,Common
452836,Spinal Centipede,GRN,Guilds of Ravnica,{2}{B},['Black'],Creature — Insect,,Common
452837,Undercity Necrolisk,GRN,Guilds of Ravnica,{3}{B},['Black'],Creature — Zombie Lizard,,Uncommon
452838,Veiled Shade,GRN,Guilds of Ravnica,{2}{B},['Black'],Creature — Shade,,Common
452839,Vicious Rumors,GRN,Guilds of Ravnica,{B},['Black'],Sorcery,,Common
452840,Whispering Snitch,GRN,Guilds of Ravnica,{1}{B},['Black'],Creature — Vampire Rogue,,Uncommon
452841,Arclight Phoenix,GRN,Guilds of Ravnica,{3}{R},['Red'],Creature — Phoenix,,Mythic Rare
452842,Barging Sergeant,GRN,Guilds of Ravnica,{4}{R},['Red'],Creature — Minotaur Soldier,,Common
452843,Book Devourer,GRN,Guilds of Ravnica,{5}{R},['Red'],Creature — Beast,,Uncommon
452844,Command the Storm,GRN,Guilds of Ravnica,{4}{R},['Red'],Instant,,Common
452845,Cosmotronic Wave,GRN,Guilds of Ravnica,{3}{R},['Red'],Sorcery,,Common
452846,Direct Current,GRN,Guilds of Ravnica,{1}{R}{R},['Red'],Sorcery,,Common
452847,Electrostatic Field,GRN,Guilds of Ravnica,{1}{R},['Red'],Creature — Wall,,Uncommon
452848,Erratic Cyclops,GRN,Guilds of Ravnica,{3}{R},['Red'],Creature — Cyclops Shaman,,Rare
452849,Experimental Frenzy,GRN,Guilds of Ravnica,{3}{R},['Red'],Enchantment,,Rare
452850,Fearless Halberdier,GRN,Guilds of Ravnica,{2}{R},['Red'],Creature — Human Warrior,,Common
452851,Fire Urchin,GRN,Guilds of Ravnica,{1}{R},['Red'],Creature — Elemental,,Common
452852,Goblin Banneret,GRN,Guilds of Ravnica,{R},['Red'],Creature — Goblin Soldier,,Uncommon
452853,Goblin Cratermaker,GRN,Guilds of Ravnica,{1}{R},['Red'],Creature — Goblin Warrior,,Uncommon
452854,Goblin Locksmith,GRN,Guilds of Ravnica,{1}{R},['Red'],Creature — Goblin Rogue,,Common
452855,Gravitic Punch,GRN,Guilds of Ravnica,{3}{R},['Red'],Sorcery,,Common
452856,Hellkite Whelp,GRN,Guilds of Ravnica,{4}{R},['Red'],Creature — Dragon,,Uncommon
452857,Inescapable Blaze,GRN,Guilds of Ravnica,{4}{R}{R},['Red'],Instant,,Uncommon
452858,Lava Coil,GRN,Guilds of Ravnica,{1}{R},['Red'],Sorcery,,Uncommon
452859,Legion Warboss,GRN,Guilds of Ravnica,{2}{R},['Red'],Creature — Goblin Soldier,,Rare
452860,Maniacal Rage,GRN,Guilds of Ravnica,{1}{R},['Red'],Enchantment — Aura,,Common
452861,Maximize Velocity,GRN,Guilds of Ravnica,{R},['Red'],Sorcery,,Common
452862,Ornery Goblin,GRN,Guilds of Ravnica,{1}{R},['Red'],Creature — Goblin Warrior,,Common
452863,Risk Factor,GRN,Guilds of Ravnica,{2}{R},['Red'],Instant,,Rare
452864,Rubblebelt Boar,GRN,Guilds of Ravnica,{3}{R},['Red'],Creature — Boar,,Common
452865,Runaway Steam-Kin,GRN,Guilds of Ravnica,{1}{R},['Red'],Creature — Elemental,,Rare
452866,Smelt-Ward Minotaur,GRN,Guilds of Ravnica,{2}{R},['Red'],Creature — Minotaur Warrior,,Uncommon
452867,Street Riot,GRN,Guilds of Ravnica,{4}{R},['Red'],Enchantment,,Uncommon
452868,Sure Strike,GRN,Guilds of Ravnica,{1}{R},['Red'],Instant,,Common
452869,Torch Courier,GRN,Guilds of Ravnica,{R},['Red'],Creature — Goblin,,Common
452870,Wojek Bodyguard,GRN,Guilds of Ravnica,{2}{R},['Red'],Creature — Human Soldier,,Common
452871,Affectionate Indrik,GRN,Guilds of Ravnica,{5}{G},['Green'],Creature — Beast,,Uncommon
452872,Arboretum Elemental,GRN,Guilds of Ravnica,{7}{G}{G},['Green'],Creature — Elemental,,Uncommon
452873,Beast Whisperer,GRN,Guilds of Ravnica,{2}{G}{G},['Green'],Creature — Elf Druid,,Rare
452874,Bounty of Might,GRN,Guilds of Ravnica,{4}{G}{G},['Green'],Instant,,Rare
452875,Circuitous Route,GRN,Guilds of Ravnica,{3}{G},['Green'],Sorcery,,Uncommon
452876,Crushing Canopy,GRN,Guilds of Ravnica,{2}{G},['Green'],Instant,,Common
452877,Devkarin Dissident,GRN,Guilds of Ravnica,{1}{G},['Green'],Creature — Elf Warrior,,Common
452878,District Guide,GRN,Guilds of Ravnica,{2}{G},['Green'],Creature — Elf Scout,,Uncommon
452879,Generous Stray,GRN,Guilds of Ravnica,{2}{G},['Green'],Creature — Cat,,Common
452880,Golgari Raiders,GRN,Guilds of Ravnica,{3}{G},['Green'],Creature — Elf Warrior,,Uncommon
452881,Grappling Sundew,GRN,Guilds of Ravnica,{1}{G},['Green'],Creature — Plant,,Uncommon
452882,Hatchery Spider,GRN,Guilds of Ravnica,{5}{G}{G},['Green'],Creature — Spider,,Rare
452883,Hitchclaw Recluse,GRN,Guilds of Ravnica,{2}{G},['Green'],Creature — Spider,,Common
452884,Ironshell Beetle,GRN,Guilds of Ravnica,{1}{G},['Green'],Creature — Insect,,Common
452885,Kraul Foragers,GRN,Guilds of Ravnica,{4}{G},['Green'],Creature — Insect Scout,,Common
452886,Kraul Harpooner,GRN,Guilds of Ravnica,{1}{G},['Green'],Creature — Insect Warrior,,Uncommon
452887,Might of the Masses,GRN,Guilds of Ravnica,{G},['Green'],Instant,,Uncommon
452888,Nullhide Ferox,GRN,Guilds of Ravnica,{2}{G}{G},['Green'],Creature — Beast,,Mythic Rare
452889,Pack's Favor,GRN,Guilds of Ravnica,{2}{G},['Green'],Instant,,Common
452890,Pause for Reflection,GRN,Guilds of Ravnica,{2}{G},['Green'],Instant,,Common
452891,Pelt Collector,GRN,Guilds of Ravnica,{G},['Green'],Creature — Elf Warrior,,Rare
452892,Portcullis Vine,GRN,Guilds of Ravnica,{G},['Green'],Creature — Plant Wall,,Common
452893,Prey Upon,GRN,Guilds of Ravnica,{G},['Green'],Sorcery,,Common
452894,Siege Wurm,GRN,Guilds of Ravnica,{5}{G}{G},['Green'],Creature — Wurm,,Common
452895,Sprouting Renewal,GRN,Guilds of Ravnica,{2}{G},['Green'],Sorcery,,Uncommon
452896,Urban Utopia,GRN,Guilds of Ravnica,{1}{G},['Green'],Enchantment — Aura,,Common
452897,Vigorspore Wurm,GRN,Guilds of Ravnica,{5}{G},['Green'],Creature — Wurm,,Common
452898,Vivid Revival,GRN,Guilds of Ravnica,{4}{G},['Green'],Sorcery,,Rare
452899,Wary Okapi,GRN,Guilds of Ravnica,{2}{G},['Green'],Creature — Antelope,,Common
452900,Wild Ceratok,GRN,Guilds of Ravnica,{3}{G},['Green'],Creature — Rhino,,Common
452901,Artful Takedown,GRN,Guilds of Ravnica,{2}{U}{B},"['Blue', 'Black']",Instant,,Common
452902,Assassin's Trophy,GRN,Guilds of Ravnica,{B}{G},"['Black', 'Green']",Instant,,Rare
452903,"Aurelia, Exemplar of Justice",GRN,Guilds of Ravnica,{2}{R}{W},"['White', 'Red']",Legendary Creature — Angel,['Legendary'],Mythic Rare
452904,Beacon Bolt,GRN,Guilds of Ravnica,{1}{U}{R},"['Blue', 'Red']",Sorcery,,Uncommon
452905,Beamsplitter Mage,GRN,Guilds of Ravnica,{U}{R},"['Blue', 'Red']",Creature — Vedalken Wizard,,Uncommon
452906,Boros Challenger,GRN,Guilds of Ravnica,{R}{W},"['White', 'Red']",Creature — Human Soldier,,Uncommon
452907,Camaraderie,GRN,Guilds of Ravnica,{4}{G}{W},"['White', 'Green']",Sorcery,,Rare
452908,Centaur Peacemaker,GRN,Guilds of Ravnica,{1}{G}{W},"['White', 'Green']",Creature — Centaur Cleric,,Common
452909,Chance for Glory,GRN,Guilds of Ravnica,{1}{R}{W},"['White', 'Red']",Instant,,Mythic Rare
452910,Charnel Troll,GRN,Guilds of Ravnica,{1}{B}{G},"['Black', 'Green']",Creature — Troll,,Rare
452911,Conclave Cavalier,GRN,Guilds of Ravnica,{G}{G}{W}{W},"['White', 'Green']",Creature — Centaur Knight,,Uncommon
452912,Conclave Guildmage,GRN,Guilds of Ravnica,{G}{W},"['White', 'Green']",Creature — Elf Cleric,,Uncommon
452913,Crackling Drake,GRN,Guilds of Ravnica,{U}{U}{R}{R},"['Blue', 'Red']",Creature — Drake,,Uncommon
452914,Darkblade Agent,GRN,Guilds of Ravnica,{1}{U}{B},"['Blue', 'Black']",Creature — Human Assassin,,Common
452915,Deafening Clarion,GRN,Guilds of Ravnica,{1}{R}{W},"['White', 'Red']",Sorcery,,Rare
452916,Dimir Spybug,GRN,Guilds of Ravnica,{U}{B},"['Blue', 'Black']",Creature — Insect,,Uncommon
452917,Disinformation Campaign,GRN,Guilds of Ravnica,{1}{U}{B},"['Blue', 'Black']",Enchantment,,Uncommon
452918,"Emmara, Soul of the Accord",GRN,Guilds of Ravnica,{G}{W},"['White', 'Green']",Legendary Creature — Elf Cleric,['Legendary'],Rare
452919,Erstwhile Trooper,GRN,Guilds of Ravnica,{1}{B}{G},"['Black', 'Green']",Creature — Zombie Soldier,,Common
452920,"Etrata, the Silencer",GRN,Guilds of Ravnica,{2}{U}{B},"['Blue', 'Black']",Legendary Creature — Vampire Assassin,['Legendary'],Rare
452921,Firemind's Research,GRN,Guilds of Ravnica,{U}{R},"['Blue', 'Red']",Enchantment,,Rare
452922,Garrison Sergeant,GRN,Guilds of Ravnica,{3}{R}{W},"['White', 'Red']",Creature — Viashino Soldier,,Common
452923,Glowspore Shaman,GRN,Guilds of Ravnica,{B}{G},"['Black', 'Green']",Creature — Elf Shaman,,Uncommon
452924,Goblin Electromancer,GRN,Guilds of Ravnica,{U}{R},"['Blue', 'Red']",Creature — Goblin Wizard,,Common
452925,Golgari Findbroker,GRN,Guilds of Ravnica,{B}{B}{G}{G},"['Black', 'Green']",Creature — Elf Shaman,,Uncommon
452926,Hammer Dropper,GRN,Guilds of Ravnica,{2}{R}{W},"['White', 'Red']",Creature — Giant Soldier,,Common
452927,House Guildmage,GRN,Guilds of Ravnica,{U}{B},"['Blue', 'Black']",Creature — Human Wizard,,Uncommon
452928,Hypothesizzle,GRN,Guilds of Ravnica,{3}{U}{R},"['Blue', 'Red']",Instant,,Common
452929,Ionize,GRN,Guilds of Ravnica,{1}{U}{R},"['Blue', 'Red']",Instant,,Rare
452930,"Izoni, Thousand-Eyed",GRN,Guilds of Ravnica,{2}{B}{B}{G}{G},"['Black', 'Green']",Legendary Creature — Elf Shaman,['Legendary'],Rare
452931,Join Shields,GRN,Guilds of Ravnica,{3}{G}{W},"['White', 'Green']",Instant,,Uncommon
452932,Justice Strike,GRN,Guilds of Ravnica,{R}{W},"['White', 'Red']",Instant,,Uncommon
452933,Knight of Autumn,GRN,Guilds of Ravnica,{1}{G}{W},"['White', 'Green']",Creature — Dryad Knight,,Rare
452934,"Lazav, the Multifarious",GRN,Guilds of Ravnica,{U}{B},"['Blue', 'Black']",Legendary Creature — Shapeshifter,['Legendary'],Mythic Rare
452935,League Guildmage,GRN,Guilds of Ravnica,{U}{R},"['Blue', 'Red']",Creature — Human Wizard,,Uncommon
452936,Ledev Champion,GRN,Guilds of Ravnica,{1}{G}{W},"['White', 'Green']",Creature — Elf Knight,,Uncommon
452937,Legion Guildmage,GRN,Guilds of Ravnica,{R}{W},"['White', 'Red']",Creature — Human Wizard,,Uncommon
452938,March of the Multitudes,GRN,Guilds of Ravnica,{X}{G}{W}{W},"['White', 'Green']",Instant,,Mythic Rare
452939,Mnemonic Betrayal,GRN,Guilds of Ravnica,{1}{U}{B},"['Blue', 'Black']",Sorcery,,Mythic Rare
452940,Molderhulk,GRN,Guilds of Ravnica,{7}{B}{G},"['Black', 'Green']",Creature — Fungus Zombie,,Uncommon
452941,Nightveil Predator,GRN,Guilds of Ravnica,{U}{U}{B}{B},"['Blue', 'Black']",Creature — Vampire,,Uncommon
452942,"Niv-Mizzet, Parun",GRN,Guilds of Ravnica,{U}{U}{U}{R}{R}{R},"['Blue', 'Red']",Legendary Creature — Dragon Wizard,['Legendary'],Rare
452943,Notion Rain,GRN,Guilds of Ravnica,{1}{U}{B},"['Blue', 'Black']",Sorcery,,Common
452944,Ochran Assassin,GRN,Guilds of Ravnica,{1}{B}{G},"['Black', 'Green']",Creature — Elf Assassin,,Uncommon
452945,"Ral, Izzet Viceroy",GRN,Guilds of Ravnica,{3}{U}{R},"['Blue', 'Red']",Legendary Planeswalker — Ral,['Legendary'],Mythic Rare
452946,Rhizome Lurcher,GRN,Guilds of Ravnica,{2}{B}{G},"['Black', 'Green']",Creature — Fungus Zombie,,Common
452947,Rosemane Centaur,GRN,Guilds of Ravnica,{3}{G}{W},"['White', 'Green']",Creature — Centaur Soldier,,Common
452948,Skyknight Legionnaire,GRN,Guilds of Ravnica,{1}{R}{W},"['White', 'Red']",Creature — Human Knight,,Common
452949,Sonic Assault,GRN,Guilds of Ravnica,{1}{U}{R},"['Blue', 'Red']",Instant,,Common
452950,Sumala Woodshaper,GRN,Guilds of Ravnica,{2}{G}{W},"['White', 'Green']",Creature — Elf Druid,,Common
452951,Swarm Guildmage,GRN,Guilds of Ravnica,{B}{G},"['Black', 'Green']",Creature — Elf Shaman,,Uncommon
452952,Swathcutter Giant,GRN,Guilds of Ravnica,{4}{R}{W},"['White', 'Red']",Creature — Giant Soldier,,Uncommon
452953,Swiftblade Vindicator,GRN,Guilds of Ravnica,{R}{W},"['White', 'Red']",Creature — Human Soldier,,Rare
452954,"Tajic, Legion's Edge",GRN,Guilds of Ravnica,{1}{R}{W},"['White', 'Red']",Legendary Creature — Human Soldier,['Legendary'],Rare
452955,Thief of Sanity,GRN,Guilds of Ravnica,{1}{U}{B},"['Blue', 'Black']",Creature — Specter,,Rare
452956,Thought Erasure,GRN,Guilds of Ravnica,{U}{B},"['Blue', 'Black']",Sorcery,,Uncommon
452957,Thousand-Year Storm,GRN,Guilds of Ravnica,{4}{U}{R},"['Blue', 'Red']",Enchantment,,Mythic Rare
452958,Trostani Discordant,GRN,Guilds of Ravnica,{3}{G}{W},"['White', 'Green']",Legendary Creature — Dryad,['Legendary'],Mythic Rare
452959,Truefire Captain,GRN,Guilds of Ravnica,{R}{R}{W}{W},"['White', 'Red']",Creature — Human Knight,,Uncommon
452960,Undercity Uprising,GRN,Guilds of Ravnica,{2}{B}{G},"['Black', 'Green']",Sorcery,,Common
